tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2420476,1600568907282,1600575191789,,,upper_left,
2432652,1600568913046,1600571907934,1600610894502.0,1600613325865.0,lower_left,lower_right
2421861,1600568913174,1600571891616,1600610918634.0,1600614095935.0,lower_left,middle_left
2427580,1600568915714,1600571314341,1600610900572.0,1600612984370.0,upper_left,lower_left
2428788,1600568918634,1600571902079,1600610907098.0,1600613115904.0,middle_right,middle_right
2428364,1600568922888,1600572534550,1600610890995.0,1600613171496.0,lower_left,middle_left
2426267,1600568923825,1600574729523,1600611381093.0,1600617225277.0,middle_right,middle_left
2428742,1600568926626,1600573248470,1600610898274.0,1600613218294.0,middle_right,middle_right
2426245,1600568929978,1600575230951,1600611007438.0,1600614782480.0,upper_left,upper_right
2428879,1600568932210,1600571912304,1600611281540.0,1600615519766.0,middle_right,upper_right
2423352,1600568933642,1600571444613,1600610907879.0,1600613243093.0,middle_right,middle_left
2428503,1600568936411,1600571316456,1600610904141.0,1600612969831.0,lower_left,upper_right
2428385,1600568940276,1600571868271,1600610945568.0,1600617012021.0,middle_right,middle_right
2428885,1600568941612,1600572672949,1600610922263.0,1600613941260.0,lower_right,lower_left
2426253,1600568943508,1600573964124,1600610926188.0,1600613213072.0,middle_right,middle_left
2432660,1600568948814,1600571915626,1600610910590.0,1600613160706.0,lower_right,lower_right
2433150,1600568952295,1600571352988,1600610940319.0,1600612996567.0,middle_left,lower_right
2421815,1600568962600,1600571435220,1600611037041.0,1600613743713.0,upper_right,upper_left
2432144,1600568965015,1600573212837,1600610924363.0,1600613314669.0,lower_right,lower_right
2428724,1600568969796,1600571316170,1600610903138.0,1600613123337.0,upper_left,upper_right
2428758,1600568970939,1600572480597,1600611188645.0,1600614824939.0,middle_right,upper_left
2426240,1600568975143,1600573995676,1600610989854.0,1600613630315.0,middle_right,lower_left
2428072,1600568978596,1600571854026,1600611026444.0,1600614079034.0,upper_left,upper_right
2428763,1600568979592,1600572898885,,,middle_left,
2426393,1600568984568,1600571439932,1600611074797.0,1600614089100.0,upper_left,upper_right
2421834,1600568988127,1600575803182,1600610933023.0,1600613179891.0,upper_left,lower_right
2428292,1600568993058,1600573227039,1600611171730.0,1600615447059.0,middle_right,middle_right
2427594,1600568995280,1600571952706,1600610903318.0,1600613147185.0,middle_right,middle_right
2428706,1600568998055,1600573223413,1600610930917.0,1600614105049.0,upper_right,middle_left
2428062,1600569003602,1600573990180,1600611299174.0,1600614838234.0,middle_left,lower_right
2433164,1600569008465,1600573987045,1600611165944.0,1600615465706.0,upper_right,upper_right
2427725,1600569011892,1600571612483,1600611000841.0,1600614085547.0,lower_right,upper_left
2433128,1600569016618,1600571896197,1600610944219.0,1600613307163.0,middle_right,middle_right
2427540,1600569018619,1600576359011,1600611363210.0,1600617083987.0,middle_right,upper_left
2423372,1600569026847,1600571881266,1600610921742.0,1600613010117.0,middle_right,lower_left
2426250,1600569029608,1600572907534,1600611004021.0,1600614244844.0,upper_right,upper_right
2427555,1600569034012,1600572483770,1600610895951.0,1600613037532.0,middle_right,middle_right
2427564,1600569036851,1600573943403,,,middle_right,
2426226,1600569038018,1600571361246,1600611488144.0,1600613552362.0,middle_right,upper_right
2428309,1600569043180,1600571419678,1600611061058.0,1600614082017.0,upper_right,upper_right
2421828,1600569044174,1600576337704,1600611011151.0,1600617074027.0,lower_left,lower_right
2426271,1600569049471,1600576324198,1600611022581.0,1600614796340.0,middle_left,upper_left
2427849,1600569056817,1600571919475,1600611460129.0,1600615101582.0,middle_right,upper_right
2428377,1600569061911,1600573216117,1600611746993.0,1600614091228.0,upper_right,upper_right
2432656,1600569067687,1600572506200,1600611142607.0,1600614851996.0,middle_left,middle_left
2426248,1600569071186,1600573220378,1600611356417.0,1600615443862.0,middle_right,upper_left
2428732,1600569075837,1600573256816,1600611032582.0,1600614222351.0,upper_left,upper_left
2428278,1600569080250,1600571987983,1600610998648.0,1600613586817.0,upper_left,upper_left
2427726,1600569083188,1600574693070,1600611063640.0,1600615527765.0,upper_right,upper_left
2427958,1600569084011,1600571460185,1600610906490.0,1600613021793.0,upper_left,upper_left
2431936,1600569090056,1600574886633,1600611151995.0,1600614298169.0,upper_left,upper_left
2421797,1600569093725,1600573244175,1600611259215.0,1600614811079.0,middle_left,middle_right
2427559,1600569108498,1600573236402,1600611116741.0,1600615475592.0,upper_right,upper_right
2428782,1600569110813,1600577754404,1600611179411.0,1600617192228.0,middle_left,middle_right
2423349,1600569113121,1600576346986,1600611539852.0,1600616005975.0,middle_left,middle_left
2428891,1600569133518,1600571364069,1600610909082.0,1600612999257.0,middle_left,middle_right
2428889,1600569146557,1600572464048,1600610933706.0,1600613695713.0,middle_left,middle_right
2428672,1600569181135,1600577743299,1600611874650.0,1600617038673.0,middle_left,upper_left
2431975,1600569202264,1600573265290,1600612029606.0,1600616148599.0,middle_right,upper_right
2417161,1600569206467,1600576258311,1600611277356.0,1600617035160.0,upper_left,upper_left
2421869,1600569236060,1600575252986,1600611201803.0,1600617001672.0,middle_right,middle_left
2417272,1600569237065,1600575242351,1600612604484.0,1600617054509.0,middle_left,middle_left
2432033,1600569241755,1600573979398,1600611135058.0,1600616030543.0,middle_left,middle_right
2428893,1600569253517,1600574838163,1600611950198.0,1600617206307.0,upper_right,upper_right
2433142,1600569265072,1600576220742,1600611805781.0,1600617149541.0,upper_left,upper_right
2428904,1600569273063,1600574696274,1600611253429.0,1600615455980.0,upper_left,upper_right
2431953,1600569276226,1600573226429,1600611038078.0,1600614512183.0,upper_left,upper_left
2420330,1600569283595,1600575229731,1600611204448.0,1600614824007.0,upper_left,middle_right
2428791,1600569310401,1600573241632,1600611119510.0,1600614842829.0,upper_left,upper_left
2428692,1600569320919,1600575198882,1600611026517.0,1600615551877.0,upper_right,upper_left
2432127,1600569331427,1600576253819,1600611423938.0,1600616986342.0,upper_right,upper_left
2427737,1600569337024,1600576329243,1600611516080.0,1600617022635.0,middle_right,upper_right
2427576,1600569365425,1600576319244,1600611484252.0,1600616034241.0,middle_right,middle_right
2432013,1600569368950,1600574112112,1600611007628.0,1600613685578.0,upper_right,middle_right
2433111,1600569373111,1600572863517,1600610916298.0,1600613827435.0,upper_left,middle_right
2432668,1600569382444,1600576363105,1600612588912.0,1600617026787.0,middle_left,middle_left
2428289,1600569392765,1600577752488,1600611089748.0,1600614099841.0,middle_right,middle_right
2421774,1600569421408,1600574625666,1600611156727.0,1600616001644.0,middle_left,upper_left
2432025,1600569451892,1600574894189,1600611469319.0,1600615810559.0,upper_right,upper_right
2428744,1600569455881,1600575243516,1600610945466.0,1600614818057.0,middle_left,lower_left
2421875,1600569496372,1600576333383,1600611141336.0,1600616044116.0,upper_left,upper_right
2426209,1600569506361,1600576377487,1600611709585.0,1600616991992.0,upper_right,upper_right
2432674,1600569512637,1600576386624,1600611927180.0,1600617176870.0,upper_right,upper_left
2428880,1600569518164,1600576382379,1600611507093.0,1600617153787.0,upper_left,upper_right
2421874,1600569526072,1600575221208,1600611502733.0,1600616564138.0,upper_right,upper_left
2428793,1600569533685,1600576216839,1600612018973.0,1600615511031.0,upper_right,middle_right
2428080,1600569537502,1600576233302,1600612360527.0,1600617018689.0,upper_right,upper_right
2428747,1600569542795,1600572499582,1600611792787.0,1600614787209.0,upper_left,upper_left
2433148,1600569551734,1600575721861,1600611272983.0,1600615401977.0,middle_left,upper_right
2427595,1600569564152,1600574644578,1600611096386.0,1600614806396.0,middle_left,middle_right
2428745,1600569614453,1600573252937,1600612331245.0,1600617032729.0,upper_right,upper_left
2427590,1600569623605,1600575247848,1600612341208.0,1600615998926.0,middle_right,middle_right
2423363,1600569633148,1600575225568,1600612582730.0,1600617199555.0,middle_right,middle_left
2420450,1600569638050,1600574007402,1600612596584.0,1600616021566.0,middle_right,middle_left
2426270,1600569643226,1600576366063,1600611124142.0,1600615980260.0,upper_left,middle_left
2427703,1600569644245,1600573999258,1600611390947.0,1600615993060.0,middle_right,middle_left
2428905,1600569647958,1600576397364,1600611375998.0,1600617214973.0,upper_right,middle_right
2432129,1600569652812,1600576371861,1600611610541.0,1600616040094.0,lower_left,middle_right
2427729,1600569659024,1600575203243,1600611683691.0,1600614830006.0,middle_left,upper_left
2432139,1600569664143,1600574680008,1600611372239.0,1600614547698.0,upper_left,middle_left
2427443,1600569671771,1600575238054,1600611366002.0,1600617080268.0,middle_left,middle_right
2432680,1600569677195,1600576206601,1600612687609.0,1600616469184.0,middle_right,middle_right
2427567,1600569689520,1600576225228,1600612716710.0,1600617167661.0,upper_left,middle_right
