tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2428331,1601010710416,1601012394074,1601049936916.0,1601054571903.0,Upper left,Upper left
2428044,1601010716993,1601016054715,1601050011962.0,1601055701271.0,Upper left,Upper right
2423356,1601010718375,1601016058795,1601049867695.0,1601056537589.0,Upper left,Upper left
2432098,1601010727934,1601013727902,1601050025667.0,1601053189108.0,Upper left,Middle left
2428778,1601010739062,1601014199680,1601049865304.0,1601055044546.0,Upper left,Upper left
2426247,1601010740197,1601012351062,1601049570099.0,1601051516491.0,Middle left,Upper right
2423380,1601010740751,1601013410228,1601050052837.0,1601055698592.0,Upper right,Middle left
2428754,1601010749384,1601015079746,1601049629451.0,1601055738753.0,Middle left,Upper left
2428863,1601010751137,1601014295248,1601049468830.0,1601052825830.0,Middle left,Middle left
2427565,1601010752810,1601013838729,1601049943904.0,1601054611733.0,Middle left,Upper left
2432136,1601010757867,1601014285802,1601049581435.0,1601056551217.0,Middle left,Middle right
2428712,1601010764693,1601012866322,1601049735635.0,1601053048637.0,Middle right,Upper right
2428176,1601010768300,1601016403607,,,Upper left,Middle left
2428398,1601010772541,1601016279728,1601049850662.0,1601056786863.0,Middle right,Middle left
2428789,1601010774680,1601016404361,1601049903742.0,1601054618318.0,Upper right,Upper left
2417169,1601010779688,1601016185859,1601049886049.0,1601053213832.0,Middle left,Upper left
2428094,1601010783970,1601013799891,1601050019256.0,1601055738549.0,Lower right,Upper left
2417214,1601010785684,1601016164524,1601049683358.0,1601053708165.0,Lower left,Lower left
2428760,1601010790855,1601014074957,1601049910735.0,1601053321051.0,Middle right,Upper left
