tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2423356,1600664540775,1600671185415,1600704873727.0,1600710498287.0,Upper right,Upper left
2428331,1600664542075,1600668083038,1600704753680.0,1600708422848.0,Upper right,Upper right
2427565,1600664544792,1600668658939,1600704451098.0,1600707141936.0,Upper left,Upper right
2428867,1600664547040,1600665818323,1600704384476.0,1600706733935.0,Upper right,Upper left
2427458,1600664550467,1600666325551,1600704550935.0,1600706368765.0,Middle right,Middle left
2428863,1600664554117,1600667787631,1600704993825.0,1600709663342.0,Upper left,Middle left
2428864,1600664557629,1600667184811,1600704435162.0,1600706892534.0,Upper left,Middle right
2423375,1600664559204,1600668229011,1600704611582.0,1600708333457.0,Middle right,Middle right
2428778,1600664562842,1600668592468,1600704462777.0,1600708023267.0,Upper left,Middle left
2428323,1600664567244,1600669457078,1600704466984.0,1600708321797.0,Upper left,Upper left
2428734,1600664570554,1600667280895,1600704710277.0,1600710539811.0,Middle right,Middle right
2427898,1600664572630,1600668090296,1600704981912.0,1600708137734.0,Upper right,Upper left
2427599,1600664577302,1600671022495,1600704600171.0,1600708129092.0,Upper left,Middle left
2427883,1600664582023,1600669347589,1600704890373.0,1600708357735.0,Middle right,Middle right
2417175,1600664585135,1600668073196,1600704448612.0,1600706356064.0,Upper right,Upper right
2428709,1600664588682,1600666250040,1600704368243.0,1600707249558.0,Middle right,Middle right
2427616,1600664592649,1600669431971,1600704427768.0,1600707153528.0,Upper left,Upper left
2428068,1600664593935,1600671223807,1600704861595.0,1600710391118.0,Upper right,Upper right
2428746,1600664604011,1600669785124,1600704769220.0,1600710303070.0,Middle left,Upper left
2420163,1600664609868,1600669828072,1600704382684.0,1600710478952.0,Upper right,Middle left
2428094,1600664610089,1600669354187,1600704826038.0,1600709277555.0,Middle right,Upper left
2431954,1600664615176,1600667277086,1600705011629.0,1600708631737.0,Upper right,Upper left
2423364,1600664616882,1600671017647,1600704845412.0,1600710379862.0,Upper right,Upper left
2417171,1600664621477,1600668077333,1600704656044.0,1600710486928.0,Middle right,Middle left
2417169,1600664626721,1600667358451,1600704882109.0,1600708494986.0,Upper left,Upper left
2428348,1600664631949,1600671048670,1600704664999.0,1600710504945.0,Middle left,Middle left
2428894,1600664638732,1600671226501,1600704965485.0,1600710414981.0,Upper left,Middle right
2428056,1600664640647,1600669452336,1600704912609.0,1600710547221.0,Middle right,Upper right
2428773,1600664643989,1600668055562,1600704951293.0,1600708352030.0,Upper right,Upper right
2423355,1600664644004,1600668609366,1600704886262.0,1600708240245.0,Upper left,Middle right
2432119,1600664647969,1600671194901,1600704439056.0,1600710307855.0,Middle left,Middle left
2428877,1600664648418,1600669940160,1600704977535.0,1600709485511.0,Upper left,Upper left
2426262,1600664654886,1600668090993,1600704387560.0,1600707103484.0,Middle right,Upper left
2432061,1600664657620,1600671031124,1600704483304.0,1600707314807.0,Middle left,Middle left
2427878,1600664663000,1600669349873,1600704357465.0,1600706784184.0,Upper right,Middle left
2421792,1600664663829,1600669871767,1600704725114.0,1600708311161.0,Middle left,Middle right
2428398,1600664668916,1600671255044,1600704954854.0,1600710604840.0,Middle right,Upper left
2432152,1600664693604,1600669444120,1600704965771.0,1600710522838.0,Upper right,Upper right
2428721,1600664697983,1600671254944,,,Upper left,
2428760,1600664710696,1600669405304,1600704960308.0,1600709209999.0,Middle right,Middle right
2423369,1600664713689,1600669445143,1600704690738.0,1600709625266.0,Middle left,Middle left
2428176,1600664723937,1600671258194,,,Middle left,Middle right
2423380,1600664728606,1600668297957,1600704986038.0,1600709947161.0,Lower left,Middle left
