tag_id,EntryMorning,EntryOrderMorning,ExitMorning,ExitOrderMorning,EntryEvening,EntryOrderEvening,ExitEvening,ExitOrderEvening,PositionMorning,PositionEvening
2428056,1600491138402,74,1600495147171,59,1600531692311.0,82.0,1600537868956.0,88.0,upper_right,upper_right
2428898,1600491142110,75,1600493852055,30,1600531274667.0,35.0,1600535158593.0,49.0,upper_left,middle_right
2428863,1600491145543,76,1600495002197,51,1600531487707.0,63.0,1600534912673.0,45.0,middle_right,middle_left
2433132,1600491151370,77,1600495883799,60,1600531132122.0,15.0,1600535319170.0,54.0,upper_right,lower_left
2428094,1600491159924,78,1600495035532,54,1600531625682.0,72.0,1600537553702.0,82.0,middle_right,upper_left
2428760,1600491160588,79,1600494112153,35,1600531635757.0,74.0,1600535264422.0,53.0,upper_right,upper_left
2423369,1600491174060,80,1600497390883,80,1600531742017.0,93.0,1600538047281.0,92.0,middle_right,
2428125,1600491174135,81,1600497253372,72,1600531344345.0,45.0,1600535151529.0,48.0,middle_right,upper_right
2428877,1600491293649,82,1600495923199,67,1600531681660.0,79.0,1600535779021.0,62.0,upper_left,upper_left
2428894,1600491296468,83,1600497278865,75,1600531712824.0,88.0,1600537886838.0,90.0,upper_right,upper_left
2423355,1600491300407,84,1600495915666,65,1600531683711.0,80.0,1600534489769.0,38.0,middle_right,upper_left
2423364,1600491300457,85,1600497665373,82,1600531598397.0,69.0,1600536870471.0,77.0,upper_right,middle_right
2423380,1600491303798,86,1600494256952,40,1600531723192.0,91.0,1600535199445.0,52.0,upper_right,middle_left
2427562,1600491304239,87,1600497272404,74,1600531707821.0,85.0,1600534516019.0,40.0,middle_right,middle_left
2428176,1600491309258,88,1600497689947,87,1600531701974.0,83.0,1600536944808.0,80.0,middle_right,middle_left
2428348,1600491310645,89,1600495114254,58,1600531040079.0,5.0,1600537888770.0,91.0,middle_left,middle_left
2432152,1600491317980,90,1600495043001,55,1600531703616.0,84.0,1600536060802.0,65.0,upper_right,upper_left
2427878,1600491319883,91,1600495888989,61,1600531157017.0,18.0,1600532876679.0,5.0,upper_right,lower_left
2428398,1600491321789,92,1600497796273,91,1600531674485.0,77.0,1600536956205.0,81.0,lower_right,upper_left
