tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2428864,1600922898094,1600926064434,1600963161148.0,1600965589536.0,Upper right,Middle right
2427616,1600922899749,1600928719681,1600963244036.0,1600967927887.0,Upper right,Upper left
2427728,1600922900009,1600928028043,1600963626646.0,1600968662203.0,Middle right,Middle left
2428867,1600922902463,1600924263593,1600963320455.0,1600965799913.0,Upper left,Middle left
2432118,1600922903964,1600925003780,1600963306085.0,1600966689955.0,Upper left,Upper right
2433119,1600922907739,1600925059674,1600963271595.0,1600967022979.0,Upper right,Middle right
2432061,1600922912019,1600928760235,1600963321608.0,1600967955289.0,Upper right,Middle right
2428902,1600922917597,1600928241671,1600963632823.0,1600967423019.0,Middle right,Middle right
2427614,1600922918192,1600926584200,1600963364779.0,1600966901089.0,Upper right,Upper right
2417169,1600922918239,1600927110796,1600963593112.0,1600966026688.0,Lower right,Upper left
2426247,1600922919632,1600925658977,1600963332628.0,1600965901506.0,Upper right,Upper right
2427445,1600922923808,1600926568351,1600963488519.0,1600966875601.0,Upper right,Middle left
2428125,1600922929649,1600925697525,1600963390929.0,1600966879334.0,Upper right,Upper right
2428894,1600922941118,1600926575857,1600963224191.0,1600967923698.0,Middle right,Middle right
2428714,1600922945220,1600926602700,1600963125313.0,1600966170238.0,Upper right,Upper right
2421792,1600922951972,1600925674636,1600963188913.0,1600965661290.0,Upper left,Middle left
2427458,1600922957812,1600924303441,1600963133611.0,1600964923573.0,Middle left,Middle left
2428712,1600922964762,1600925644821,1600963452453.0,1600966003082.0,Upper right,Middle right
2428709,1600922973652,1600925671933,1600963346221.0,1600965895897.0,Middle right,Middle right
2428734,1600922980239,1600925732955,1600963527336.0,1600967640703.0,Middle right,Upper left
2423356,1600922988405,1600928712691,,,Middle right,
2427883,1600922994687,1600924273738,1600963110163.0,1600965603046.0,Middle right,Lower right
2428068,1600923010269,1600928880612,,,Upper left,Upper right
2428331,1600923013086,1600927082781,1600963566404.0,1600968617236.0,Upper right,Upper right
2428291,1600923015967,1600927138897,1600963617044.0,1600966924977.0,Upper left,Upper right
2423369,1600923026616,1600927224563,1600963663556.0,1600968600178.0,Middle right,Middle right
2428776,1600923031610,1600928675943,1600963524555.0,1600966325305.0,Middle left,Upper right
2428056,1600923035644,1600928715900,1600963590955.0,1600966536560.0,Upper right,Upper right
2423364,1600923040435,1600928737808,1600963636577.0,1600967949166.0,Upper right,Middle right
2428789,1600923045599,1600928857270,1600963603952.0,1600967963187.0,Middle right,Upper left
2431954,1600923046197,1600926714887,1600963219226.0,1600966433359.0,Middle right,Upper right
2428179,1600923053018,1600925677946,1600963575612.0,1600965838683.0,Upper right,Upper right
2423375,1600923058457,1600927529843,1600963340779.0,1600966082845.0,Middle right,Middle left
2428877,1600923059930,1600928006278,1600963631627.0,1600967849888.0,Upper right,Upper left
2428094,1600923061501,1600927215367,1600963621220.0,1600967892344.0,Middle right,Upper right
2428348,1600923065057,1600925757103,1600963201330.0,1600966922123.0,Middle left,Middle left
2428315,1600923090552,1600928995140,1600963154114.0,1600965733348.0,Lower left,Middle left
2426262,1600923102066,1600928670596,1600963359017.0,1600966002072.0,Middle right,Upper left
2428760,1600923118077,1600926543742,1600963642642.0,1600966542573.0,Middle right,Upper left
2428863,1600923149123,1600927075323,1600963618637.0,1600966808050.0,Middle right,Middle left
2427599,1600923184688,1600928728327,1600963464276.0,1600968578923.0,Upper left,Middle right
2427565,1600923191063,1600927088497,1600963186352.0,1600967959938.0,Middle left,Middle left
2428754,1600923193533,1600928746866,1600963444375.0,1600967968308.0,Upper left,Upper left
2433107,1600923195218,1600928783326,1600963236546.0,1600968666470.0,Upper left,Upper left
2427562,1600923195414,1600928751893,1600963597860.0,1600967899240.0,Middle left,Upper right
2428044,1600923198672,1600928768517,1600963643436.0,1600968581257.0,Upper left,Upper left
2428773,1600923203067,1600927118636,1600963612774.0,1600966590157.0,Upper left,Middle left
2432098,1600923206370,1600926666297,1600963087596.0,1600965586291.0,Middle left,Middle left
2432136,1600923209296,1600927144552,1600963635616.0,1600968675111.0,Upper left,Middle right
2428398,1600923210349,1600928995239,1600963631134.0,1600968549755.0,Middle right,Upper left
2428323,1600923216305,1600928765673,1600963374186.0,1600966639921.0,Upper left,Upper left
2433132,1600923217495,1600927967174,1600963629362.0,1600967536513.0,Upper left,Middle right
2432119,1600923220267,1600928803665,1600963538389.0,1600968635336.0,Middle left,Middle left
2432152,1600923225060,1600928464122,1600963603572.0,1600967919819.0,Lower left,Middle right
2423380,1600923229419,1600928696159,1600963640305.0,1600966325285.0,Middle right,Middle right
2428176,1600923235131,1600928913534,1600963646059.0,1600968120194.0,Lower right,Upper left
