tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2428764,1601001727890,1601011047082,1601043624089.0,1601047064841.0,lower_left,middle_right
2427958,1601001729936,1601005485685,1601042930472.0,1601044254541.0,upper_right,middle_left
2428885,1601001732518,1601006167162,1601042895337.0,1601044917569.0,lower_left,middle_right
2426209,1601001733827,1601007379284,1601043361108.0,1601047438394.0,middle_left,upper_left
2428724,1601001735061,1601004305732,1601043087386.0,1601047931358.0,upper_right,upper_right
2428744,1601001744927,1601008359745,1601043163591.0,1601048767507.0,middle_right,lower_right
2427580,1601001754257,1601005451298,1601042978926.0,1601044306904.0,upper_right,upper_right
2428782,1601001760356,1601010939442,1601043571588.0,1601048159773.0,upper_right,middle_left
2428706,1601001765813,1601007299166,1601042976167.0,1601047936740.0,upper_right,upper_right
2428788,1601001770313,1601006649257,1601042960466.0,1601044993357.0,middle_right,middle_right
2432013,1601001773711,1601005753770,1601043281094.0,1601047824082.0,upper_right,upper_right
2428904,1601001779445,1601007309203,1601043028051.0,1601044910357.0,middle_left,middle_right
2428385,1601001782409,1601008948731,1601042938968.0,1601044898742.0,lower_left,middle_right
2428072,1601001787289,1601004290720,1601043112196.0,1601046141036.0,upper_right,upper_right
2423352,1601001797769,1601004417231,1601042888499.0,1601044464900.0,upper_left,lower_right
2426253,1601001798999,1601005514466,1601042953216.0,1601045449204.0,middle_right,middle_left
2427555,1601001805252,1601006595279,1601043011089.0,1601045466321.0,middle_right,middle_right
2420476,1601001807552,1601009149156,1601043003821.0,1601049206861.0,middle_left,middle_right
2428503,1601001811700,1601005438704,1601042963759.0,1601044543283.0,upper_left,upper_right
2421861,1601001815991,1601004398368,1601042967991.0,1601045219379.0,upper_right,upper_right
2431953,1601001825875,1601006104755,1601043163681.0,1601049169264.0,upper_right,upper_left
2421834,1601001827693,1601008942002,1601043205649.0,1601046268329.0,middle_left,middle_left
2423349,1601001832358,1601011043907,1601042904543.0,1601044222632.0,middle_left,middle_right
2433164,1601001839603,1601006000326,1601043097131.0,1601047957697.0,middle_right,middle_right
2427564,1601001842203,1601008311551,1601042998505.0,1601045944076.0,middle_right,middle_left
2428891,1601001843256,1601006600740,1601043057343.0,1601045469761.0,middle_left,middle_right
2432660,1601001850124,1601006085296,1601043062766.0,1601046272284.0,lower_right,upper_right
2428889,1601001854109,1601005749635,1601042910723.0,1601044576496.0,middle_right,middle_right
2426248,1601001860687,1601005966640,1601043199986.0,1601046246980.0,middle_right,upper_right
2433128,1601001883988,1601004408288,1601043125943.0,1601045474491.0,middle_right,middle_right
2427540,1601001889426,1601009135578,1601043516844.0,1601048915359.0,middle_left,upper_right
2432656,1601001903279,1601006623651,1601043230503.0,1601047175221.0,middle_left,middle_left
2428309,1601001914530,1601004413129,1601043054684.0,1601046173402.0,upper_right,upper_left
2417161,1601001921543,1601006004773,1601043144626.0,1601046183424.0,upper_left,upper_right
2428364,1601001956577,1601006678556,1601042898851.0,1601044745511.0,middle_left,lower_right
2427725,1601001968695,1601005614653,1601042977126.0,1601044268515.0,upper_left,upper_right
2423372,1601001969628,1601006087910,1601043049525.0,1601048252714.0,upper_left,upper_right
2426250,1601001985798,1601008298863,1601043049531.0,1601046529357.0,upper_right,upper_right
2427594,1601002003967,1601004444863,1601042985961.0,1601045191744.0,middle_right,middle_right
2432033,1601002004117,1601006614654,1601043645952.0,1601047203398.0,upper_right,upper_left
2427559,1601002016326,1601008375107,1601043491193.0,1601046166973.0,upper_right,upper_right
2426245,1601002025429,1601008327833,1601043058328.0,1601047152036.0,upper_left,upper_right
2421869,1601002049917,1601011021114,1601043226718.0,1601047239535.0,middle_right,lower_left
2428692,1601002053532,1601004402814,1601043069735.0,1601046408318.0,upper_right,upper_right
2426271,1601002057485,1601008321631,1601042958964.0,1601049137350.0,upper_right,middle_right
2428732,1601002066272,1601010901674,1601043134606.0,1601048374116.0,upper_right,upper_right
2421875,1601002069221,1601010004960,1601043461848.0,1601048749320.0,middle_left,middle_right
2428880,1601002069430,1601010982042,1601043637315.0,1601047977326.0,upper_right,lower_left
2428377,1601002093334,1601004386042,1601043583051.0,1601047930276.0,upper_right,upper_right
2426393,1601002097235,1601006096436,1601042970167.0,1601045062514.0,upper_right,upper_right
2427576,1601002149532,1601010988641,1601043450967.0,1601049201378.0,middle_left,middle_right
2432668,1601002162069,1601010928938,1601043574227.0,1601049128532.0,middle_left,middle_left
2428865,1601002198847,1601007338228,1601043172019.0,1601046120303.0,upper_right,upper_left
2428791,1601002255853,1601010898779,1601043348594.0,1601046116996.0,upper_left,upper_left
2432127,1601002271707,1601008316753,1601043535995.0,1601046550702.0,upper_left,upper_left
2428289,1601002315413,1601011048807,1601043562436.0,1601047182594.0,middle_right,upper_left
2428793,1601002343780,1601007390895,1601043637640.0,1601049016089.0,upper_right,upper_right
2428745,1601002373964,1601010971284,1601043643235.0,1601048357608.0,upper_right,upper_left
2421788,1601002394261,1601009256180,1601043445251.0,1601047788558.0,middle_left,upper_left
2432025,1601002409604,1601007398726,1601043105122.0,1601046654274.0,upper_right,upper_right
2426226,1601002415554,1601006638055,1601043341131.0,1601047936602.0,upper_left,upper_right
2428742,1601002455487,1601009055931,1601043529704.0,1601049194760.0,middle_left,upper_right
2427849,1601002465388,1601004303072,1601042992038.0,1601044876088.0,middle_left,middle_right
2433111,1601002471590,1601007619723,1601043500449.0,1601048831503.0,upper_left,upper_left
2432674,1601002499354,1601011051178,1601043574849.0,1601049215451.0,upper_left,middle_left
2420330,1601002509605,1601007342218,1601042964036.0,1601045500594.0,upper_left,middle_right
2428292,1601002513605,1601006048250,1601042988990.0,1601045136810.0,upper_left,middle_left
2421874,1601002528845,1601008406293,1601043587893.0,1601048789919.0,upper_left,upper_right
2426267,1601002537652,1601008933516,1601043648029.0,1601049216189.0,upper_right,middle_right
2421828,1601002611563,1601011020610,,,upper_left,
2428672,1601002620560,1601010918218,1601043512974.0,1601049145083.0,upper_right,upper_left
2427590,1601002625793,1601011017438,1601043633842.0,1601047188502.0,middle_right,middle_right
2428747,1601002626236,1601006053411,1601043629151.0,1601047106393.0,middle_left,upper_left
2421797,1601002643716,1601006673471,1601043043714.0,1601045563766.0,middle_left,middle_right
2432129,1601002649284,1601008380282,1601043557689.0,1601047283608.0,middle_left,middle_left
2421774,1601002663905,1601010911546,1601043269906.0,1601048741906.0,middle_right,upper_left
2427595,1601002681681,1601009022627,1601043603238.0,1601045481527.0,upper_right,middle_left
2427567,1601002699237,1601010924831,1601043653375.0,1601048819243.0,upper_right,middle_right
2426270,1601002702415,1601010914594,1601043433419.0,1601049179616.0,middle_left,middle_right
2423363,1601002715196,1601008069376,1601043639398.0,1601049001314.0,middle_left,middle_left
2431975,1601002724446,1601010911635,1601042995934.0,1601045142129.0,upper_right,middle_right
2427703,1601002732019,1601008303866,1601042981722.0,1601044212179.0,middle_right,middle_right
2428905,1601002741235,1601011046077,1601043211953.0,1601049208755.0,middle_right,middle_right
2427443,1601002748241,1601011051441,1601043193223.0,1601048823694.0,middle_left,middle_right
2420450,1601002758514,1601010065894,1601043625778.0,1601047146100.0,middle_left,upper_left
2433148,1601002762413,1601010021740,1601043549630.0,1601049117864.0,middle_left,upper_left
2432139,1601002768997,1601009173225,1601043646050.0,1601047926291.0,upper_left,upper_left
