tag_id,EntryMorning,ExitMorning,EntryEvening,ExitEvening,PositionMorning,PositionEvening
2417195,1600749106028,1600750779170,1600791082280.0,1600793692531.0,lower_right,upper_left
2423378,1600749120016,1600753652868,1600790794969.0,1600793700440.0,lower_left,upper_left
2405385,1600749121279,1600751563745,1600790755647.0,1600793370832.0,middle_right,middle_right
2427905,1600749127071,1600753052348,1600790693549.0,1600793274787.0,lower_left,lower_left
2428310,1600749143342,1600751450675,1600790814350.0,1600793314972.0,middle_left,middle_left
2421765,1600749147584,1600754573232,1600790766582.0,1600794592194.0,middle_right,middle_right
2432048,1600749158944,1600754544006,1600790809745.0,1600793155043.0,lower_right,middle_left
2432089,1600749164824,1600750854271,1600790713711.0,1600792334124.0,middle_right,lower_left
2423335,1600749170507,1600751456949,1600791225428.0,1600792161688.0,lower_left,lower_left
2428864,1600749177256,1600751647882,1600790782514.0,1600794046893.0,middle_right,lower_right
2428386,1600749179312,1600751448823,1600790872314.0,1600794299427.0,upper_left,upper_right
2417204,1600749185306,1600750865928,,,upper_left,lower_left
2428711,1600749200904,1600750872669,1600790906149.0,1600792743297.0,middle_right,upper_left
2428778,1600749204545,1600752611936,1600790915990.0,1600795652108.0,middle_left,middle_left
2428739,1600749206783,1600750859322,1600790761427.0,1600792935727.0,middle_left,middle_right
2428390,1600749209854,1600751296797,1600791139481.0,1600794376859.0,middle_right,middle_right
2433119,1600749212762,1600754653212,1600791005625.0,1600793750232.0,upper_right,upper_right
2417214,1600749214262,1600752677703,1600791033007.0,1600795022860.0,middle_left,middle_left
2420328,1600749216431,1600751490617,1600791001567.0,1600793448642.0,upper_right,middle_right
2432118,1600749219675,1600751551422,1600791009349.0,1600793429050.0,upper_left,upper_right
2433132,1600749232740,1600752046139,1600790995749.0,1600794912294.0,upper_right,middle_left
2423375,1600749235311,1600750886540,1600791229234.0,1600793610010.0,middle_right,middle_right
2417171,1600749237807,1600752686536,1600790776165.0,1600794974011.0,upper_right,middle_right
2427608,1600749245629,1600752619507,1600790890166.0,1600793196721.0,upper_right,lower_left
2428746,1600749253893,1600754488245,1600790996397.0,1600794264194.0,middle_left,middle_right
2433123,1600749265695,1600753546358,1600791014395.0,1600793288281.0,middle_left,upper_right
2426290,1600749270592,1600754512205,1600790835459.0,1600797007041.0,upper_left,middle_right
2423344,1600749276307,1600751577676,1600790896836.0,1600793362371.0,middle_left,upper_left
2427614,1600749281190,1600753621736,1600790829011.0,1600794030439.0,upper_left,upper_right
2428796,1600749304280,1600751400409,1600790925066.0,1600792927471.0,upper_right,upper_left
2428179,1600749308646,1600753017134,1600791039107.0,1600796464528.0,middle_right,upper_right
2428125,1600749315557,1600752084977,1600791201900.0,1600795774416.0,middle_right,upper_right
2428323,1600749323162,1600754606865,1600790931760.0,1600795037959.0,upper_right,middle_left
2427878,1600749326808,1600751488265,1600790969261.0,1600792897364.0,upper_right,upper_right
2427445,1600749332716,1600752675362,1600790909885.0,1600794924491.0,middle_right,middle_left
2428890,1600749337752,1600752216079,,,middle_right,lower_left
2427728,1600749348924,1600754760815,1600791265090.0,1600796983187.0,upper_right,middle_right
